wd,dr2name,source_id,teffh,g_gaia_mag,pwd,ra,dec,massh
WDJ043542.04-163700.54,Gaia DR2 3171545825805982720,3171545825805982720,14102.25,20.0617,0.998275,68.9251164288485,-16.6168584134963,0.661621
WDJ043655.03-161447.17,Gaia DR2 3171582212768456192,3171582212768456192,23750.84,20.05261,0.891976,69.2293061428277,-16.2464503933479,0.63083
WDJ043320.57-161331.57,Gaia DR2 3171615472995202944,3171615472995202944,21230.5,20.20812,0.998476,68.3357228459111,-16.2254815536146,1.196162
WDJ044009.80-163448.85,Gaia DR2 3172810092378679808,3172810092378679808,17705.89,20.54762,0.997904,70.0409095089026,-16.5801845786081,1.224304
WDJ043956.08-161537.67,Gaia DR2 3172883519139867648,3172883519139867648,10283.11,20.23538,0.960425,69.9836988820847,-16.260372450639,0.398993
WDJ044528.38-153450.58,Gaia DR2 3172990309206978816,3172990309206978816,18636.61,20.32382,0.964675,71.3682634853407,-15.5806742309631,0.472065
WDJ044252.06-152335.58,Gaia DR2 3173055730148916480,3173055730148916480,16916.08,20.433,0.998426,70.7169497318328,-15.3932032840055,1.081321
WDJ124536.59+740716.90,Gaia DR2 1691542048844942592,1691542048844942592,13892.25,20.32553,0.994376,191.402229218706,74.121393354067,0.783125
WDJ125317.89+743956.19,Gaia DR2 1691759412845113088,1691759412845113088,11260.14,20.40166,0.995678,193.324616964102,74.665569288496,0.899027
WDJ130947.28+745240.90,Gaia DR2 1691814869462460800,1691814869462460800,15571.53,20.36397,0.998873,197.446634603758,74.8780695404204,0.834636
WDJ130108.42+753631.82,Gaia DR2 1691918322339457920,1691918322339457920,9556.529,20.03001,0.994686,195.285125930824,75.6089165716111,0.657173
WDJ124242.93+760739.59,Gaia DR2 1692184129275484160,1692184129275484160,14239.67,20.00658,0.999088,190.678968218354,76.1276293983158,0.704685
WDJ123635.27+761632.20,Gaia DR2 1692934992642676096,1692934992642676096,27455.37,20.12084,0.993692,189.146552468196,76.2756031679304,0.744137
WDJ150615.79+675327.86,Gaia DR2 1693529008091149696,1693529008091149696,13382.73,20.36025,0.977294,226.565653896761,67.8910858188072,0.59483
WDJ151636.49+682949.42,Gaia DR2 1693954549154807680,1693954549154807680,9451.112,20.05362,0.932959,229.152038016425,68.4970240426964,0.349694
WDJ151351.56+691456.17,Gaia DR2 1694051512336142592,1694051512336142592,11500.78,20.06971,0.905684,228.464810231459,69.2489574859557,0.310257
WDJ150716.56+691156.59,Gaia DR2 1694226682577634176,1694226682577634176,11803.52,20.02597,0.985538,226.819102262474,69.1989830603014,0.625198
WDJ151720.20+701204.57,Gaia DR2 1694388929262200576,1694388929262200576,5347.511,20.74904,0.846089,229.334499364941,70.2012902982164,0.50668
WDJ150035.41+701652.08,Gaia DR2 1695148859300653568,1695148859300653568,11004.73,20.17626,0.960506,225.147547912416,70.2810882980352,0.308091
WDJ145521.74+715051.88,Gaia DR2 1695567395273651200,1695567395273651200,12984,20.27271,0.997258,223.84033397988,71.8477092058003,0.655879
WDJ152209.70+712801.49,Gaia DR2 1696022146410720768,1696022146410720768,6762.922,20.4361,0.8707,230.540521900057,71.4669920591443,0.381761
WDJ151302.71+724130.18,Gaia DR2 1697172510451257088,1697172510451257088,16434.1,20.3846,0.99808,228.261300275447,72.691656054374,0.926372
WDJ152048.11+731343.21,Gaia DR2 1697205392721234304,1697205392721234304,10251.02,20.06276,0.875327,230.20053151214,73.2286321847759,0.190382
WDJ153839.56+742319.89,Gaia DR2 1697754839297804160,1697754839297804160,13865.03,20.10028,0.994338,234.664960669268,74.3888515797217,0.900505
WDJ142125.40+703916.31,Gaia DR2 1698213370005658496,1698213370005658496,12876.48,20.07489,0.99697,215.355560546458,70.6544220454871,1.168449
WDJ144254.32+712320.30,Gaia DR2 1698491168490844544,1698491168490844544,13117.71,20.04361,0.996521,220.726429025382,71.3889132214531,0.763078
WDJ143914.81+723523.70,Gaia DR2 1698815868018507904,1698815868018507904,6866.538,20.39008,0.913801,219.811629170395,72.5899249964477,0.413363
WDJ141412.49+724633.36,Gaia DR2 1699419843499166720,1699419843499166720,15722.7,20.24955,0.997608,213.551788570113,72.7759744433059,0.731022
WDJ141820.50+725815.29,Gaia DR2 1699444307632993408,1699444307632993408,9447.649,20.21276,0.991068,214.584832345214,72.9709475227931,0.696329
WDJ142038.60+741619.19,Gaia DR2 1699945547496640384,1699945547496640384,10381.66,20.22022,0.950293,215.160161875889,74.2720465340613,0.405584
WDJ142835.26+740528.72,Gaia DR2 1699977192815488896,1699977192815488896,9716.463,20.48432,0.990955,217.146990213945,74.0912814720076,0.652136
WDJ150058.67+744109.37,Gaia DR2 1700590411065994112,1700590411065994112,6311.586,20.29767,0.937978,225.244751781956,74.6861427718044,0.544002
WDJ150957.26+743851.45,Gaia DR2 1700765954969657216,1700765954969657216,11656.95,20.04,0.992328,227.488625311504,74.6475662789288,0.575992
WDJ151433.97+752408.74,Gaia DR2 1701003797373339392,1701003797373339392,4084.244,20.34678,0.981182,228.640957554045,75.4019365143717,0.612821
WDJ144021.25+742903.34,Gaia DR2 1701315023588590720,1701315023588590720,13919.8,20.06789,0.965882,220.088479905261,74.4842317230156,0.356684
WDJ144037.34+743426.29,Gaia DR2 1701316054380800000,1701316054380800000,10034.28,20.16633,0.99287,220.155412704034,74.573886269387,0.643649
WDJ144551.78+752307.77,Gaia DR2 1701467477747355904,1701467477747355904,15608.85,20.07453,0.99878,221.465478405415,75.3853405607502,0.6113
WDJ145002.34+755715.75,Gaia DR2 1701515134705248512,1701515134705248512,9515.315,20.45721,0.888683,222.509702210977,75.9543548202365,0.216793
WDJ144129.23+760646.07,Gaia DR2 1701715761217187584,1701715761217187584,27417.61,20.16786,0.998434,220.371709680813,76.1127703309488,1.102531
WDJ143637.55+754731.97,Gaia DR2 1701728616055028352,1701728616055028352,11324.28,20.37347,0.995761,219.15649131147,75.7920600108222,1.065365
WDJ150853.02+765550.58,Gaia DR2 1702048432203853056,1702048432203853056,8269.998,20.24142,0.761424,227.220986314789,76.9307845877199,0.145558
WDJ144548.50+765109.91,Gaia DR2 1702164671198709760,1702164671198709760,18567.38,20.07802,0.774774,221.451977009109,76.8527299003674,0.927421
WDJ145619.00+774516.56,Gaia DR2 1702319908496588928,1702319908496588928,11749.84,20.09655,0.996316,224.078935595749,77.7545512197986,0.528717
WDJ145605.94+775728.68,Gaia DR2 1702349320433320064,1702349320433320064,11191.55,20.32376,0.998355,224.024686533227,77.9578499024275,0.6163
WDJ113004.91-252745.49,Gaia DR2 3533712105452937856,3533712105452937856,9834.213,20.14784,0.874464,172.520554406872,-25.4626614736524,0.218917
WDJ113041.81-235734.94,Gaia DR2 3534143973004632960,3534143973004632960,11411.54,20.25847,0.996306,172.674159552439,-23.9597104061137,1.150734
WDJ112225.56-241224.90,Gaia DR2 3534471730549658752,3534471730549658752,20844.8,20.08783,0.998626,170.606478445686,-24.2069266413499,1.189702
WDJ111809.44-241846.70,Gaia DR2 3534600545208080896,3534600545208080896,10405.4,20.47904,0.991006,169.539191253244,-24.3129551891526,0.805454
WDJ111752.88-240658.16,Gaia DR2 3534619855381190912,3534619855381190912,26391.99,20.03094,0.996512,169.470261480904,-24.1161190651173,0.894476
WDJ112041.42-241435.67,Gaia DR2 3534648648842213632,3534648648842213632,10971.11,20.16433,0.985296,170.172453185902,-24.2432372722132,0.467468
WDJ111850.20-240231.26,Gaia DR2 3534712179997730304,3534712179997730304,11686.52,20.19774,0.9968,169.70916146636,-24.0425020152862,1.089805
WDJ112323.53-234837.08,Gaia DR2 3535049352110191872,3535049352110191872,15196.03,20.43357,0.998342,170.848000057048,-23.8103465506025,1.110042
WDJ110417.78-263124.09,Gaia DR2 3535386386784749952,3535386386784749952,22438.18,20.16615,0.998273,166.073912593475,-26.5233187600812,1.18101
WDJ110151.06-261152.59,Gaia DR2 3535623331540389504,3535623331540389504,11338.17,20.10212,0.99144,165.462741881263,-26.1979746182071,0.46861
WDJ110039.69-253515.07,Gaia DR2 3535734317792096128,3535734317792096128,11217.61,20.10066,0.973335,165.165333364283,-25.5875021954866,0.374188
WDJ110059.57-253310.49,Gaia DR2 3535739574832143360,3535739574832143360,11805.38,20.44143,0.99594,165.248185088978,-25.5529596609585,1.195559
WDJ110458.47-253648.75,Gaia DR2 3535759778356628608,3535759778356628608,10907.1,20.10751,0.997805,166.243477890133,-25.6135117800893,0.802846
WDJ111347.51-245145.57,Gaia DR2 3536065541373113344,3536065541373113344,23075.6,20.04263,0.992474,168.447829746734,-24.8626217267823,0.636255
WDJ111236.65-243352.82,Gaia DR2 3536088665476578560,3536088665476578560,17431.34,20.08278,0.996904,168.152588195901,-24.56458542268,0.684679
WDJ154033.02+684218.70,Gaia DR2 1647253170721755392,1647253170721755392,11043.3,20.12438,0.880905,235.137741762524,68.7051228307229,0.261923
WDJ165153.90+681726.94,Gaia DR2 1648892645638275712,1648892645638275712,10851.03,20.20913,0.998095,252.97434531952,68.2909147667114,0.865442
WDJ165532.69+685820.59,Gaia DR2 1648997030523054080,1648997030523054080,14360.32,20.05499,0.985012,253.886273422761,68.9723102562006,0.43148
WDJ170012.70+694313.63,Gaia DR2 1649126085700743680,1649126085700743680,9614.433,20.2919,0.951129,255.052856249037,69.7204532577765,0.438761
WDJ170618.81+695753.59,Gaia DR2 1649155806874841344,1649155806874841344,19175.61,20.35499,0.9974,256.577745436202,69.9648251555093,1.008952
WDJ165022.07+693536.60,Gaia DR2 1649271019372245760,1649271019372245760,7944.743,20.42864,0.99195,252.591561453131,69.5930345132798,1.020968
WDJ165922.74+702148.21,Gaia DR2 1649402372357204480,1649402372357204480,4535.442,20.04967,0.938072,254.843771319204,70.3635099365751,0.592368
WDJ165621.25+702015.23,Gaia DR2 1649404983697319552,1649404983697319552,16613,20.02945,0.946505,254.088604838966,70.3375459808133,0.389401
WDJ163350.19+700530.93,Gaia DR2 1649922754890721280,1649922754890721280,10245.94,20.36018,0.881679,248.459004036437,70.0919341761651,0.231212
WDJ163206.43+701644.10,Gaia DR2 1649953060179902080,1649953060179902080,12443.19,20.11717,0.997743,248.026806159228,70.2789871553627,0.746074
WDJ164550.93+700024.66,Gaia DR2 1650039401906369792,1650039401906369792,10659.95,20.19925,0.991833,251.462164311766,70.0067979034621,0.48359
WDJ164333.60+695716.40,Gaia DR2 1650079465361296384,1650079465361296384,12393.95,20.05909,0.997888,250.889821103008,69.9544771306856,0.809077
WDJ165929.10+703610.69,Gaia DR2 1650182475857424768,1650182475857424768,11867.58,20.26044,0.990531,254.871350287652,70.6029411764597,0.896378
WDJ164817.38+711032.53,Gaia DR2 1650357366924837760,1650357366924837760,12227.37,20.04421,0.997342,252.072236977021,71.1757457495556,1.051365
WDJ165735.96+715500.88,Gaia DR2 1650541363323906048,1650541363323906048,13121.96,20.11259,0.941256,254.399914997296,71.9169032959499,0.259707
WDJ165543.35+720454.80,Gaia DR2 1650559402186617216,1650559402186617216,11570.62,20.09418,0.982292,253.930487947351,72.0819614887627,0.680126
WDJ172745.94+720038.88,Gaia DR2 1651110738549021440,1651110738549021440,10014.48,20.033,0.998145,261.941648747498,72.0107578436872,0.642156
WDJ175131.93+731324.75,Gaia DR2 1651641051046137216,1651641051046137216,7522.598,20.55387,0.972338,267.882921393763,73.2236076257593,0.681167
WDJ172147.18+724200.28,Gaia DR2 1651940320072389632,1651940320072389632,20197.61,20.07536,0.998353,260.446381294203,72.7001131118519,0.820084
WDJ174631.60+743045.26,Gaia DR2 1652758150564846464,1652758150564846464,11270.39,20.089,0.975537,266.631531952286,74.5124862294136,0.38151
WDJ163359.81+711144.66,Gaia DR2 1653078348966013952,1653078348966013952,10866.48,20.19837,0.982385,248.499245066828,71.1957975401567,0.420791
WDJ163539.82+715745.88,Gaia DR2 1653673150401059328,1653673150401059328,12340.84,20.05415,0.992132,248.915649514482,71.962838209387,0.446718
WDJ165115.14+724714.84,Gaia DR2 1653841513114882304,1653841513114882304,18874.8,20.46508,0.996819,252.813028223632,72.7874159267864,0.963225
WDJ163559.11+725015.40,Gaia DR2 1654546334428087040,1654546334428087040,8997.709,20.07226,0.96152,248.996129405812,72.837711212297,0.408354
WDJ164506.59+734711.24,Gaia DR2 1654685113411379968,1654685113411379968,11864.25,20.08732,0.996879,251.277407948383,73.7865298212808,0.519698
WDJ171949.20+743902.72,Gaia DR2 1655554659606389632,1655554659606389632,14821.45,20.02373,0.998868,259.954869239393,74.6507345152132,0.85889
WDJ114355.56-312932.78,Gaia DR2 3479400976981235584,3479400976981235584,16664.96,20.01525,0.99447,175.98137288242,-31.4924329197078,0.597617
WDJ114828.02-301655.72,Gaia DR2 3479580364879654656,3479580364879654656,10578.43,20.09578,0.982074,177.116654695777,-30.2820886989512,0.409683
WDJ115248.69-305933.69,Gaia DR2 3479664378733953408,3479664378733953408,21977.77,20.27052,0.986142,178.20276453285,-30.9926835784882,0.672748
WDJ115752.93-302050.77,Gaia DR2 3479745360342898560,3479745360342898560,20702.34,20.42855,0.997531,179.470462431819,-30.3474797177975,1.064356
WDJ114146.55-302246.02,Gaia DR2 3480261860224590976,3480261860224590976,15942.29,20.4326,0.996811,175.443858582364,-30.3794928756568,0.711025
WDJ114530.83-302701.01,Gaia DR2 3480303882184690560,3480303882184690560,23762.64,20.07882,0.979125,176.378446480055,-30.450314515956,0.639512
WDJ114800.25-293329.99,Gaia DR2 3480745473542148096,3480745473542148096,4600.831,20.13574,0.963083,177.000393792214,-29.5582217425588,0.669798
WDJ114621.18-283610.34,Gaia DR2 3481060002587341312,3481060002587341312,20182.4,20.18428,0.983426,176.588155581972,-28.6028445992254,0.560518
WDJ112843.60-305831.08,Gaia DR2 3481550689715991936,3481550689715991936,10514.72,20.17168,0.983813,172.181549798962,-30.9752571926264,0.526443
WDJ112438.63-311429.78,Gaia DR2 3481630507387923456,3481630507387923456,20643.47,20.08959,0.995241,171.160790563864,-31.2415228232059,0.586047
WDJ112515.26-302051.66,Gaia DR2 3481833161125211776,3481833161125211776,19708.12,20.06736,0.992787,171.313466538013,-30.3476946762599,0.632342
WDJ113236.56-310556.88,Gaia DR2 3481855945927161472,3481855945927161472,9556.974,20.08006,0.973902,173.152247559268,-31.0991426960001,0.362566
WDJ113046.56-303001.94,Gaia DR2 3481946135945585792,3481946135945585792,8320.614,20.11814,0.992703,172.693577025992,-30.5003164935966,0.770004
WDJ113247.31-301804.61,Gaia DR2 3481964007304427392,3481964007304427392,17314.46,20.24728,0.983437,173.19717911506,-30.3013545304201,0.65211
WDJ112843.09-295938.06,Gaia DR2 3482209954310774400,3482209954310774400,13016.3,20.039,0.995701,172.179472204985,-29.9939277963219,0.51795
WDJ112240.56-303411.10,Gaia DR2 3482460917840401408,3482460917840401408,4421.142,20.13405,0.981674,170.667640106605,-30.5697570760313,0.567439
WDJ112835.90-283003.26,Gaia DR2 3483222394067240576,3483222394067240576,13447.31,20.03995,0.993761,172.149663517564,-28.5009594788673,0.441732
WDJ113812.32-291132.40,Gaia DR2 3483595442041963776,3483595442041963776,12621.03,20.31348,0.954078,174.551381318438,-29.1923983463488,0.38448
WDJ114025.53-290333.73,Gaia DR2 3483682509620914304,3483682509620914304,14837.19,20.20191,0.998117,175.106454666121,-29.059424466277,0.980481
WDJ113616.32-282117.03,Gaia DR2 3483884952901417344,3483884952901417344,12184.5,20.13224,0.96164,174.067918679554,-28.3547511400971,0.323661
WDJ113651.96-280850.37,Gaia DR2 3483982809436356608,3483982809436356608,13676.21,20.41147,0.998039,174.21631683031,-28.1473462951179,1.069022
WDJ113930.86-271410.16,Gaia DR2 3484464842205939584,3484464842205939584,15751.71,20.12725,0.998838,174.878485804912,-27.2361267025778,0.900449
WDJ113230.18-280754.67,Gaia DR2 3484689486175190400,3484689486175190400,11962.61,20.07501,0.991163,173.125534696657,-28.1319523550469,0.435732
WDJ113411.13-274840.41,Gaia DR2 3484806485380166528,3484806485380166528,20502.44,20.33481,0.998102,173.546310279598,-27.8112589124095,1.309779
WDJ113056.06-262136.88,Gaia DR2 3485206978195374336,3485206978195374336,12310.62,20.16151,0.993475,172.733519693622,-26.3602377945521,0.700921
WDJ113516.66-252417.43,Gaia DR2 3485733678624162048,3485733678624162048,14801.59,20.37938,0.990877,173.819390396841,-25.4048223069911,0.58701
WDJ110553.68-250357.44,Gaia DR2 3536188141214349824,3536188141214349824,8746.278,20.32184,0.949666,166.473619887217,-25.0659654832364,0.409363
WDJ110624.61-244412.67,Gaia DR2 3536204217276583680,3536204217276583680,7328.018,20.05633,0.982499,166.602546555225,-24.7369548569166,0.581355
WDJ110912.50-235028.19,Gaia DR2 3536421370823288576,3536421370823288576,21592.69,20.00145,0.994876,167.301922909972,-23.8410917063175,0.688358
WDJ105904.32-253633.65,Gaia DR2 3536463908179773312,3536463908179773312,11854.79,20.11565,0.996292,164.76804765705,-25.6093797560209,0.756549
WDJ110153.56-244427.83,Gaia DR2 3536633958820457472,3536633958820457472,5203.403,20.49731,0.979391,165.47306835921,-24.7415869118458,0.511092
WDJ110303.38-243654.67,Gaia DR2 3536642922416525952,3536642922416525952,13052.15,20.14066,0.997696,165.764129821808,-24.6152319142148,0.628346
WDJ110423.48-240839.19,Gaia DR2 3537043836140762624,3537043836140762624,12001.58,20.46978,0.9525,166.097757921695,-24.1442466740397,0.438885
WDJ110509.59-241328.78,Gaia DR2 3537050257114407424,3537050257114407424,9833.461,20.15243,0.997161,166.289842982373,-24.2245977588786,0.782246
WDJ110548.36-234253.00,Gaia DR2 3537174231345839360,3537174231345839360,10725.37,20.32787,0.996599,166.451391720213,-23.7147756160561,1.00323
WDJ110315.46-231925.01,Gaia DR2 3537343521776951040,3537343521776951040,12795.25,20.31522,0.997648,165.814753598258,-23.3239477042356,0.900238
WDJ111255.45-222912.44,Gaia DR2 3538852979443544192,3538852979443544192,9074.698,20.26663,0.993202,168.230601226594,-22.4865814854192,1.158657
WDJ111254.00-215737.46,Gaia DR2 3538904033719010688,3538904033719010688,17145.42,20.26615,0.933215,168.224908467546,-21.9603966917159,0.416633
WDJ111246.94-201503.67,Gaia DR2 3539682767124362624,3539682767124362624,25505.05,20.20331,0.995599,168.195635425076,-20.2510687307428,1.034018
WDJ113902.00-230124.14,Gaia DR2 3540075288480988288,3540075288480988288,12128.77,20.14375,0.9966,174.758287087228,-23.0234639445808,0.598588
WDJ113451.95-224919.61,Gaia DR2 3540246438632817664,3540246438632817664,9250.64,20.43552,0.99104,173.716464496599,-22.8221381043145,0.684774
WDJ113733.96-224749.06,Gaia DR2 3540284642366334208,3540284642366334208,10824.66,20.05643,0.997279,174.391565269928,-22.7969806679747,0.929175
WDJ113852.70-225025.03,Gaia DR2 3540288872909837952,3540288872909837952,8739.189,20.59462,0.934443,174.719431661182,-22.8402372166524,0.2628
WDJ114226.48-213902.24,Gaia DR2 3540839071104704128,3540839071104704128,22113.08,20.16401,0.998751,175.61024048608,-21.6506076778095,1.088655
WDJ113756.23-202448.79,Gaia DR2 3541954491291631360,3541954491291631360,25274.78,20.40366,0.998368,174.48425459946,-20.4136266197417,1.291237
WDJ113903.80-200321.53,Gaia DR2 3542002491845603328,3542002491845603328,10867.7,20.25988,0.997025,174.765773116708,-20.056038155628,1.01909
WDJ114836.09-213317.97,Gaia DR2 3542112546088257920,3542112546088257920,9502.887,20.07477,0.994897,177.150422816881,-21.555045266453,0.387321
WDJ115532.15-195914.77,Gaia DR2 3542710199376755584,3542710199376755584,14024.25,20.00364,0.99829,178.883865580904,-19.987373630681,0.843019
WDJ112528.57-203403.12,Gaia DR2 3544678947961489536,3544678947961489536,16826.33,20.13857,0.998637,171.369033442888,-20.5675600574922,1.080719
WDJ111932.19-200221.54,Gaia DR2 3545544499835190016,3545544499835190016,10605.7,20.28942,0.996095,169.88391665877,-20.0392460554653,0.835609
WDJ111932.99-200158.61,Gaia DR2 3545544534194931200,3545544534194931200,10046.01,20.25319,0.960132,169.887607068864,-20.0329699772408,0.381866
WDJ112242.60-194550.40,Gaia DR2 3545623806408680320,3545623806408680320,16434.18,20.2527,0.997812,170.677449110594,-19.7640075682351,1.188687
WDJ111811.13-185335.46,Gaia DR2 3545973485463488000,3545973485463488000,19842.88,20.17131,0.997191,169.546201466683,-18.8931565554848,0.814275
WDJ113628.57-173748.13,Gaia DR2 3547090584983023232,3547090584983023232,11462.73,20.23285,0.996473,174.118958135078,-17.6300159108942,0.652854
WDJ113746.50-171021.10,Gaia DR2 3547141128157661824,3547141128157661824,15715.3,20.2241,0.998601,174.443687424568,-17.1725066843605,1.02536
WDJ114114.72-171652.27,Gaia DR2 3547441363551347072,3547441363551347072,18871.34,20.02969,0.998759,175.31132087751,-17.2812077699164,0.736353
WDJ114020.02-171050.23,Gaia DR2 3547457169031056256,3547457169031056256,14474.07,20.47824,0.996537,175.083393532477,-17.1806401031527,0.91531
WDJ114053.31-163747.98,Gaia DR2 3547548879467948544,3547548879467948544,5067.825,20.03985,0.916624,175.221503695747,-16.6302571187552,0.459192
WDJ113133.29-180504.99,Gaia DR2 3547715416825281920,3547715416825281920,8873.972,20.28836,0.995105,172.888591332888,-18.0847071631469,0.837113
WDJ113046.57-175151.86,Gaia DR2 3547734559495990272,3547734559495990272,22239.41,20.21379,0.998912,172.693910281422,-17.8644362916632,1.065739
WDJ104949.16-234438.29,Gaia DR2 3549125196889788032,3549125196889788032,3975.515,20.07104,0.946428,162.454486025784,-23.7444364576653,0.413897
WDJ105121.16-222542.72,Gaia DR2 3549362760121701632,3549362760121701632,10589.5,20.13584,0.949778,162.838079594221,-22.4285358380982,0.325014
WDJ105709.41-230032.48,Gaia DR2 3549422271188071424,3549422271188071424,15912.66,20.32067,0.992082,164.289110616911,-23.0089852672104,0.680575
WDJ105558.06-220934.68,Gaia DR2 3549733776575918848,3549733776575918848,12218.74,20.28146,0.996015,163.991660425039,-22.1596015505008,1.22724
WDJ105847.08-212122.74,Gaia DR2 3549881111134458368,3549881111134458368,10978.6,20.1491,0.935156,164.696084512312,-21.3563543871702,0.314691
WDJ105028.03-222901.04,Gaia DR2 3550112077295343360,3550112077295343360,10528.45,20.20604,0.996697,162.616749372521,-22.4837013070298,1.006132
WDJ105711.13-205544.27,Gaia DR2 3550703717630987136,3550703717630987136,8111.236,20.47628,0.980624,164.296296573659,-20.9289899173124,0.775012
WDJ104716.05-204651.75,Gaia DR2 3550899400635122560,3550899400635122560,10409.78,20.11501,0.994942,161.816929045054,-20.7810082162621,0.637147
WDJ105003.71-200932.69,Gaia DR2 3551040030749521024,3551040030749521024,10074.17,20.42348,0.99632,162.515355737536,-20.1590430086267,1.029878
WDJ110501.45-212004.68,Gaia DR2 3551150222433221504,3551150222433221504,8935.866,20.21686,0.995073,166.255952985277,-21.334653967179,0.945027
WDJ110134.14-211138.01,Gaia DR2 3551378852129341824,3551378852129341824,9748.284,20.19343,0.964226,165.392197740917,-21.1938686140417,0.440778
WDJ110228.23-202553.35,Gaia DR2 3551533917628767104,3551533917628767104,8963.059,20.10703,0.995784,165.617488181724,-20.4314780920397,0.910761
WDJ110656.10-185300.47,Gaia DR2 3552166038031992320,3552166038031992320,5175.184,20.45024,0.825288,166.733793158226,-18.8835377731146,0.280027
WDJ111002.98-182703.46,Gaia DR2 3552195686189796096,3552195686189796096,10383.27,20.19804,0.996396,167.512325098021,-18.4509736848644,0.978362
WDJ110012.12-190811.85,Gaia DR2 3552484754668664576,3552484754668664576,22693.82,20.336,0.996836,165.0504344766,-19.1365913680835,0.971008
WDJ110324.24-185506.28,Gaia DR2 3552811584500477056,3552811584500477056,7176.611,20.20801,0.988094,165.850779395612,-18.9183803190317,0.6128
WDJ103713.73-204342.77,Gaia DR2 3553706655684750976,3553706655684750976,19088.96,20.03106,0.996904,159.30708935353,-20.7284931275462,0.73811
WDJ105616.06-170907.81,Gaia DR2 3556476256755504768,3556476256755504768,9927.754,20.13078,0.99532,164.066810344261,-17.1522117270367,1.13563
WDJ120305.69-282304.01,Gaia DR2 3486039690749844736,3486039690749844736,12527.27,20.52369,0.976088,180.773620700427,-28.3843523684017,0.392515
WDJ115820.75-283638.72,Gaia DR2 3486123592935491072,3486123592935491072,19642.14,20.2369,0.958753,179.586393524159,-28.6107953161367,0.425167
WDJ120647.78-272512.87,Gaia DR2 3486565596609406336,3486565596609406336,19235.84,20.30774,0.994588,181.698971102102,-27.4203247634029,0.708997
WDJ120859.28-265551.69,Gaia DR2 3486609508355210240,3486609508355210240,11757.27,20.12135,0.997889,182.246741173719,-26.9310136078973,0.849877
WDJ120319.87-265902.99,Gaia DR2 3486749833527224448,3486749833527224448,23224.88,20.36639,0.998344,180.832778333526,-26.9841457020963,1.288434
WDJ115401.64-281017.69,Gaia DR2 3486942905191801856,3486942905191801856,12608.78,20.02248,0.997353,178.506761008128,-28.1714801087201,0.43013
WDJ115553.68-275822.21,Gaia DR2 3486961558234812672,3486961558234812672,13751.63,20.26169,0.997307,178.973562796335,-27.9728702723273,0.769432
WDJ115230.73-275428.10,Gaia DR2 3487004168606447360,3487004168606447360,22364.31,20.17838,0.998571,178.128011014418,-27.9078137722394,1.01748
WDJ115427.58-272037.60,Gaia DR2 3487051481966230144,3487051481966230144,14002.78,20.17223,0.997143,178.614897080991,-27.3437328417653,0.598759
WDJ115717.38-275415.33,Gaia DR2 3487052989499536384,3487052989499536384,8949.152,20.63436,0.944574,179.322494151836,-27.9042944114336,0.569796
WDJ115010.10-270609.61,Gaia DR2 3487296840562391040,3487296840562391040,17951.06,20.24829,0.91545,177.541986405268,-27.1026595287671,0.657575
WDJ115351.54-263628.14,Gaia DR2 3487416893487991424,3487416893487991424,8310.109,20.03305,0.996473,178.464907935124,-26.607986605335,0.832587
WDJ120422.91-260547.02,Gaia DR2 3487654594158195072,3487654594158195072,13666.79,20.00107,0.990821,181.095481235398,-26.0964573016186,0.419014
WDJ121113.94-264206.23,Gaia DR2 3488071412143866240,3488071412143866240,11077.8,20.15075,0.997239,182.807973631585,-26.7018312741902,0.858234
WDJ121058.40-263808.68,Gaia DR2 3488119515777662208,3488119515777662208,9065.728,20.04497,0.985181,182.743079704484,-26.6357459099916,0.577375
WDJ121936.09-240547.48,Gaia DR2 3488880416479144832,3488880416479144832,16747.62,20.1153,0.99214,184.900365667851,-24.0965061219371,0.493851
WDJ121328.28-243849.34,Gaia DR2 3488964872715567616,3488964872715567616,13965.99,20.32283,0.997451,183.367851453665,-24.6470726115746,1.111996
WDJ120140.22-244732.70,Gaia DR2 3489519091000096512,3489519091000096512,8651.226,20.08825,0.812182,180.417403379342,-24.7924303652856,0.256851
WDJ120131.82-244149.41,Gaia DR2 3489523179809021824,3489523179809021824,24537.35,20.19218,0.997221,180.382446924022,-24.6970709186367,0.8722
WDJ120541.64-235535.53,Gaia DR2 3489691783045603584,3489691783045603584,11742.1,20.14573,0.997534,181.423350597706,-23.926532442634,0.937243
WDJ120442.39-234302.07,Gaia DR2 3489710577822819712,3489710577822819712,11286.43,20.56864,0.995362,181.176594808198,-23.717260586108,1.222711
WDJ120542.62-233027.04,Gaia DR2 3489719854952108032,3489719854952108032,11260.29,20.0181,0.990964,181.42752974352,-23.5075081396976,0.506684
WDJ115421.47-255635.78,Gaia DR2 3490477354040094464,3490477354040094464,17672.4,20.02679,0.998952,178.589365671786,-25.943283408699,0.734732
WDJ114655.49-252136.68,Gaia DR2 3490800606162749184,3490800606162749184,16492.51,20.09003,0.982236,176.73108721442,-25.3601854026875,0.511607
WDJ115234.19-250554.96,Gaia DR2 3490955538517252480,3490955538517252480,16964.93,20.14574,0.99848,178.142365215902,-25.0985677609086,0.704691
WDJ115454.32-243612.90,Gaia DR2 3491086754064124160,3491086754064124160,20457.25,20.00792,0.998746,178.726268764412,-24.6036066698991,0.938698
