wd,dr2name,source_id,teffh,loggh,g_gaia_mag,pwd,ra,dec
WDJ123232.48-255456.38,Gaia DR2 3499628383158289024,3499628383158289024,4419.515,7.798904,20.07132,0.979974,188.134664972959,-25.9157535566639
WDJ123110.73-254543.94,Gaia DR2 3499687683772381312,3499687683772381312,13395.02,8.285363,20.29566,0.993953,187.794564229504,-25.7622221090253
WDJ123552.13-251225.24,Gaia DR2 3499770215863746816,3499770215863746816,11832.16,8.759354,20.22366,0.996819,188.967145012413,-25.2069788568742
WDJ123159.90-252244.45,Gaia DR2 3499796054386408448,3499796054386408448,11778.3,7.341182,20.02685,0.935702,187.999556261844,-25.3790720577017
WDJ123958.44-243247.73,Gaia DR2 3500096392859374848,3500096392859374848,16477.88,8.436708,20.26031,0.995543,189.993558148519,-24.5465735669355
WDJ124125.63-241800.01,Gaia DR2 3500128862812308864,3500128862812308864,13166.62,7.777085,20.11084,0.993065,190.356770590507,-24.2999803747452
WDJ123038.77-245316.79,Gaia DR2 3500585435015564288,3500585435015564288,15988.41,8.070635,20.10746,0.996837,187.661589266117,-24.8880671834587
WDJ122628.02-234351.00,Gaia DR2 3500949755616733056,3500949755616733056,12215.93,7.585136,20.21782,0.975167,186.61683306925,-23.73093822247
WDJ125145.20-223715.31,Gaia DR2 3502168529896398720,3502168529896398720,10465.95,7.677684,20.36669,0.916951,192.938285625523,-22.6209492565558
WDJ125408.26-214836.17,Gaia DR2 3502367159249576448,3502367159249576448,6397.691,8.095258,20.04314,0.988994,193.534391608212,-21.8102772835452
WDJ123936.65-230853.44,Gaia DR2 3502678153536372608,3502678153536372608,24723.06,8.915124,20.00724,0.998743,189.902621868925,-23.1481908114191
WDJ123954.48-230404.76,Gaia DR2 3502684922404888704,3502684922404888704,16669.35,7.914231,20.30529,0.98795,189.976999570682,-23.0680093946785
WDJ124119.21-212224.21,Gaia DR2 3503146163237374976,3503146163237374976,12918.07,8.499777,20.34994,0.998102,190.330005296615,-21.3734004533322
WDJ123944.33-210145.56,Gaia DR2 3503217322255808128,3503217322255808128,24432.54,7.773979,20.21914,0.956536,189.934646438986,-21.0293197036637
WDJ124610.31-211551.10,Gaia DR2 3503303702637338112,3503303702637338112,11984.62,7.373671,20.19674,0.954441,191.542836511249,-21.2641664895271
WDJ124714.51-205910.19,Gaia DR2 3503403345879173504,3503403345879173504,12690.24,8.857352,20.02088,0.997033,191.810345204309,-20.986210872911
WDJ124408.98-195253.63,Gaia DR2 3503784051779852800,3503784051779852800,9653.383,7.171233,20.34633,0.899379,191.037397880779,-19.8815372114098
WDJ131457.43-194040.28,Gaia DR2 3507391652510330368,3507391652510330368,12684.88,7.783215,20.18049,0.987555,198.739299618887,-19.6778971681332
WDJ131356.88-190312.32,Gaia DR2 3507616850529883136,3507616850529883136,7075.706,7.736905,20.28409,0.984763,198.486733232688,-19.0535396084797
WDJ130645.77-183343.92,Gaia DR2 3510681013342843392,3510681013342843392,10019.54,7.059062,20.13783,0.906553,196.690621114264,-18.5621506892597
WDJ130658.01-175452.15,Gaia DR2 3510999085736722432,3510999085736722432,14377.03,8.088133,20.26503,0.979723,196.741788079837,-17.9145183473378
WDJ130206.80-154329.86,Gaia DR2 3512619834594589184,3512619834594589184,15414.43,8.686865,20.28737,0.995398,195.528318763579,-15.7249465858546
WDJ130758.07-145350.55,Gaia DR2 3512776549361533952,3512776549361533952,21060.26,7.215467,20.00558,0.882683,196.991928051941,-14.897424770293
WDJ122426.20-235049.93,Gaia DR2 3512860279749645568,3512860279749645568,25039.89,8.687509,20.07843,0.998635,186.109116640302,-23.8472477924248
WDJ122321.22-231850.88,Gaia DR2 3513040015540249344,3513040015540249344,18937.38,8.253327,20.01637,0.996957,185.838272801401,-23.3141294928735
WDJ122227.93-230656.38,Gaia DR2 3513236828121532032,3513236828121532032,10063.83,8.441118,20.17803,0.990993,185.616173156373,-23.1156506390468
WDJ122644.93-211729.91,Gaia DR2 3513891282353211520,3513891282353211520,10151.14,8.15167,20.01061,0.996008,186.687123715181,-21.2917790930887
WDJ122450.18-201143.81,Gaia DR2 3514963443629636096,3514963443629636096,19344.97,8.593865,20.21627,0.998899,186.209066827496,-20.1955048363076
WDJ123713.34-203155.48,Gaia DR2 3515315076897492992,3515315076897492992,13322.3,7.648695,20.33824,0.985433,189.305602302264,-20.5321021864261
WDJ123840.06-195340.41,Gaia DR2 3515746021031233152,3515746021031233152,13423.74,8.296371,20.0105,0.998351,189.666666739596,-19.8945181069041
WDJ122926.88-194418.02,Gaia DR2 3516396893259235584,3516396893259235584,14476.4,8.042238,20.06698,0.99506,187.361948047326,-19.7383748754445
WDJ122928.35-193103.26,Gaia DR2 3516405036517305344,3516405036517305344,10023.14,7.529388,20.04262,0.948476,187.368012624229,-19.5175682925338
WDJ122525.25-192710.09,Gaia DR2 3516525643494128000,3516525643494128000,6980.773,8.752958,20.11811,0.985913,186.354812285869,-19.4526328367773
WDJ123407.06-180553.15,Gaia DR2 3517172873591626240,3517172873591626240,9807.102,8.141112,20.33478,0.99129,188.529291311619,-18.0980872087425
WDJ121324.27-211324.87,Gaia DR2 3517457891915506944,3517457891915506944,6432.038,7.908603,20.24548,0.980607,183.351201012743,-21.2236391382905
WDJ121138.90-200604.51,Gaia DR2 3517791589399917440,3517791589399917440,15283.54,9.038232,20.39233,0.997292,182.912055064234,-20.1012197887846
WDJ121534.54-190347.82,Gaia DR2 3518367772147828096,3518367772147828096,5287.475,8.199689,20.1796,0.978658,183.894202252294,-19.0637125530263
WDJ122357.05-185720.39,Gaia DR2 3519605096390672640,3519605096390672640,16261.62,7.87798,20.23466,0.991962,185.987668750552,-18.9556733812602
WDJ122611.73-183535.26,Gaia DR2 3519713604444882560,3519713604444882560,11946.74,8.616492,20.42571,0.997378,186.548800773276,-18.593172549769
WDJ124852.18-180132.96,Gaia DR2 3522023369136783488,3522023369136783488,11481,7.671793,20.0214,0.955401,192.217510154219,-18.0258137789044
WDJ124831.98-174655.90,Gaia DR2 3522078452092970624,3522078452092970624,10951.38,8.128274,20.13223,0.992075,192.133310492724,-17.7822943282023
WDJ124952.48-174535.17,Gaia DR2 3522404182412826880,3522404182412826880,12555.41,8.624588,20.18474,0.997008,192.46863096543,-17.7597842706388
WDJ124921.17-174818.99,Gaia DR2 3522449262389473152,3522449262389473152,14710.7,9.147551,20.05535,0.996914,192.338168155448,-17.8052017241382
WDJ124808.38-164812.96,Gaia DR2 3522768356984135552,3522768356984135552,25794.82,8.221334,20.004,0.989639,192.034855835377,-16.8036173667174
WDJ124703.29-161641.66,Gaia DR2 3523554817038121856,3523554817038121856,11519.52,7.666078,20.0167,0.981513,191.763798562521,-16.2783595370776
WDJ125949.17-154324.49,Gaia DR2 3524263800172237312,3524263800172237312,11106.35,8.072882,20.3928,0.969299,194.954789840346,-15.7234111385333
WDJ125851.15-152332.22,Gaia DR2 3524333825318839808,3524333825318839808,6201.251,7.954618,20.30266,0.972848,194.713153640302,-15.3920854178606
WDJ125835.65-150303.64,Gaia DR2 3524537097531139968,3524537097531139968,10076.48,8.871276,20.18261,0.995048,194.648538107242,-15.0510493420285
WDJ123917.15-151253.76,Gaia DR2 3526914718412175488,3526914718412175488,17936.24,8.426748,20.28846,0.998352,189.821419979706,-15.2149639494743
WDJ124648.17-134754.80,Gaia DR2 3528620786796238208,3528620786796238208,20449.66,7.315785,20.12821,0.794761,191.700605268195,-13.7985886993089
WDJ124720.11-133002.76,Gaia DR2 3528735818904726016,3528735818904726016,6337.504,8.119237,20.22101,0.988051,191.833655756125,-13.5008545938795
WDJ124916.66-111607.73,Gaia DR2 3529655873914152576,3529655873914152576,24410.88,8.675857,20.17506,0.918951,192.319258333068,-11.2688035680665
WDJ124641.44-112838.89,Gaia DR2 3530301729621059840,3530301729621059840,20213.82,8.176123,20.06954,0.995863,191.672537996421,-11.4775011358507
WDJ111313.54-291645.74,Gaia DR2 3530914020158753024,3530914020158753024,18437.56,9.014607,20.13902,0.998588,168.30632089482,-29.2793615562333
WDJ111542.90-283929.21,Gaia DR2 3531052867862314496,3531052867862314496,15778.96,8.195101,20.13618,0.99819,168.928733882932,-28.6581400142127
WDJ112413.86-272413.15,Gaia DR2 3531578812377249152,3531578812377249152,11838.09,7.974329,20.00596,0.998374,171.057753632777,-27.4036326066718
WDJ112157.56-263609.71,Gaia DR2 3531863036132572032,3531863036132572032,22450.62,9.132277,20.43694,0.998207,170.489783883357,-26.6027022441037
WDJ111211.08-273901.29,Gaia DR2 3532097403910699392,3532097403910699392,10316.12,8.768859,20.20471,0.996064,168.046087347477,-27.6503884249823
WDJ111144.49-273026.89,Gaia DR2 3532119810754222976,3532119810754222976,18131.79,8.158585,20.12423,0.997145,167.935279896799,-27.5075086331662
WDJ111621.48-263445.07,Gaia DR2 3532572805249010944,3532572805249010944,29514.79,8.732835,20.23097,0.996841,169.089451243148,-26.5791759972216
WDJ111012.10-254620.05,Gaia DR2 3532894996515758592,3532894996515758592,16878.93,8.123641,20.00973,0.997756,167.550325139708,-25.7722079082673
WDJ111504.49-253817.61,Gaia DR2 3532941657040236672,3532941657040236672,10171.34,8.325436,20.33074,0.995361,168.768574375346,-25.6382792236082
WDJ111345.79-253226.84,Gaia DR2 3533004191764122112,3533004191764122112,12541.53,8.851356,20.38252,0.996807,168.440680861289,-25.5407428217654
WDJ112330.74-255908.04,Gaia DR2 3533390223424146176,3533390223424146176,8446.362,7.24745,20.13386,0.817049,170.877993754729,-25.9855349801687
WDJ112153.12-260853.87,Gaia DR2 3533427744258219776,3533427744258219776,12801.26,8.212445,20.17601,0.997215,170.471310352172,-26.1482986948396
WDJ112434.45-252730.01,Gaia DR2 3533571711562529920,3533571711562529920,13696.11,8.453097,20.2727,0.994837,171.143363246916,-25.4582586458619
WDJ113004.91-252745.49,Gaia DR2 3533712105452937856,3533712105452937856,9834.213,6.84024,20.14784,0.874464,172.520554406872,-25.4626614736524
WDJ113041.81-235734.94,Gaia DR2 3534143973004632960,3534143973004632960,11411.54,8.897869,20.25847,0.996306,172.674159552439,-23.9597104061137
WDJ112225.56-241224.90,Gaia DR2 3534471730549658752,3534471730549658752,20844.8,8.971623,20.08783,0.998626,170.606478445686,-24.2069266413499
WDJ111809.44-241846.70,Gaia DR2 3534600545208080896,3534600545208080896,10405.4,8.324511,20.47904,0.991006,169.539191253244,-24.3129551891526
WDJ111752.88-240658.16,Gaia DR2 3534619855381190912,3534619855381190912,26391.99,8.42727,20.03094,0.996512,169.470261480904,-24.1161190651173
WDJ112041.42-241435.67,Gaia DR2 3534648648842213632,3534648648842213632,10971.11,7.748519,20.16433,0.985296,170.172453185902,-24.2432372722132
WDJ111850.20-240231.26,Gaia DR2 3534712179997730304,3534712179997730304,11686.52,8.779657,20.19774,0.9968,169.70916146636,-24.0425020152862
WDJ112323.53-234837.08,Gaia DR2 3535049352110191872,3535049352110191872,15196.03,8.81241,20.43357,0.998342,170.848000057048,-23.8103465506025
WDJ110417.78-263124.09,Gaia DR2 3535386386784749952,3535386386784749952,22438.18,8.950021,20.16615,0.998273,166.073912593475,-26.5233187600812
WDJ110151.06-261152.59,Gaia DR2 3535623331540389504,3535623331540389504,11338.17,7.748404,20.10212,0.99144,165.462741881263,-26.1979746182071
WDJ110039.69-253515.07,Gaia DR2 3535734317792096128,3535734317792096128,11217.61,7.450369,20.10066,0.973335,165.165333364283,-25.5875021954866
WDJ110059.57-253310.49,Gaia DR2 3535739574832143360,3535739574832143360,11805.38,8.99518,20.44143,0.99594,165.248185088978,-25.5529596609585
WDJ110458.47-253648.75,Gaia DR2 3535759778356628608,3535759778356628608,10907.1,8.319,20.10751,0.997805,166.243477890133,-25.6135117800893
WDJ111347.51-245145.57,Gaia DR2 3536065541373113344,3536065541373113344,23075.6,8.010082,20.04263,0.992474,168.447829746734,-24.8626217267823
WDJ111236.65-243352.82,Gaia DR2 3536088665476578560,3536088665476578560,17431.34,8.113099,20.08278,0.996904,168.152588195901,-24.56458542268
WDJ110553.68-250357.44,Gaia DR2 3536188141214349824,3536188141214349824,8746.278,7.590658,20.32184,0.949666,166.473619887217,-25.0659654832364
WDJ110624.61-244412.67,Gaia DR2 3536204217276583680,3536204217276583680,7328.018,7.980887,20.05633,0.982499,166.602546555225,-24.7369548569166
WDJ110912.50-235028.19,Gaia DR2 3536421370823288576,3536421370823288576,21592.69,8.105832,20.00145,0.994876,167.301922909972,-23.8410917063175
WDJ105904.32-253633.65,Gaia DR2 3536463908179773312,3536463908179773312,11854.79,8.244718,20.11565,0.996292,164.76804765705,-25.6093797560209
WDJ110153.56-244427.83,Gaia DR2 3536633958820457472,3536633958820457472,5203.403,7.879778,20.49731,0.979391,165.47306835921,-24.7415869118458
WDJ110303.38-243654.67,Gaia DR2 3536642922416525952,3536642922416525952,13052.15,8.034389,20.14066,0.997696,165.764129821808,-24.6152319142148
WDJ110423.48-240839.19,Gaia DR2 3537043836140762624,3537043836140762624,12001.58,7.644288,20.46978,0.9525,166.097757921695,-24.1442466740397
WDJ110509.59-241328.78,Gaia DR2 3537050257114407424,3537050257114407424,9833.461,8.290779,20.15243,0.997161,166.289842982373,-24.2245977588786
WDJ110548.36-234253.00,Gaia DR2 3537174231345839360,3537174231345839360,10725.37,8.631928,20.32787,0.996599,166.451391720213,-23.7147756160561
WDJ110315.46-231925.01,Gaia DR2 3537343521776951040,3537343521776951040,12795.25,8.463959,20.31522,0.997648,165.814753598258,-23.3239477042356
WDJ111255.45-222912.44,Gaia DR2 3538852979443544192,3538852979443544192,9074.698,8.916983,20.26663,0.993202,168.230601226594,-22.4865814854192
WDJ111254.00-215737.46,Gaia DR2 3538904033719010688,3538904033719010688,17145.42,7.514384,20.26615,0.933215,168.224908467546,-21.9603966917159
WDJ111246.94-201503.67,Gaia DR2 3539682767124362624,3539682767124362624,25505.05,8.659854,20.20331,0.995599,168.195635425076,-20.2510687307428
WDJ113902.00-230124.14,Gaia DR2 3540075288480988288,3540075288480988288,12128.77,7.987278,20.14375,0.9966,174.758287087228,-23.0234639445808
WDJ113451.95-224919.61,Gaia DR2 3540246438632817664,3540246438632817664,9250.64,8.141411,20.43552,0.99104,173.716464496599,-22.8221381043145
WDJ113733.96-224749.06,Gaia DR2 3540284642366334208,3540284642366334208,10824.66,8.513285,20.05643,0.997279,174.391565269928,-22.7969806679747
WDJ113852.70-225025.03,Gaia DR2 3540288872909837952,3540288872909837952,8739.189,7.09542,20.59462,0.934443,174.719431661182,-22.8402372166524
WDJ114226.48-213902.24,Gaia DR2 3540839071104704128,3540839071104704128,22113.08,8.762689,20.16401,0.998751,175.61024048608,-21.6506076778095
WDJ113756.23-202448.79,Gaia DR2 3541954491291631360,3541954491291631360,25274.78,9.255353,20.40366,0.998368,174.48425459946,-20.4136266197417
WDJ113903.80-200321.53,Gaia DR2 3542002491845603328,3542002491845603328,10867.7,8.657862,20.25988,0.997025,174.765773116708,-20.056038155628
WDJ114836.09-213317.97,Gaia DR2 3542112546088257920,3542112546088257920,9502.887,7.51655,20.07477,0.994897,177.150422816881,-21.555045266453
WDJ115532.15-195914.77,Gaia DR2 3542710199376755584,3542710199376755584,14024.25,8.372772,20.00364,0.99829,178.883865580904,-19.987373630681
WDJ112528.57-203403.12,Gaia DR2 3544678947961489536,3544678947961489536,16826.33,8.755387,20.13857,0.998637,171.369033442888,-20.5675600574922
WDJ111932.19-200221.54,Gaia DR2 3545544499835190016,3545544499835190016,10605.7,8.37002,20.28942,0.996095,169.88391665877,-20.0392460554653
WDJ111932.99-200158.61,Gaia DR2 3545544534194931200,3545544534194931200,10046.01,7.492769,20.25319,0.960132,169.887607068864,-20.0329699772408
WDJ112242.60-194550.40,Gaia DR2 3545623806408680320,3545623806408680320,16434.18,8.974401,20.2527,0.997812,170.677449110594,-19.7640075682351
WDJ111811.13-185335.46,Gaia DR2 3545973485463488000,3545973485463488000,19842.88,8.314345,20.17131,0.997191,169.546201466683,-18.8931565554848
WDJ113628.57-173748.13,Gaia DR2 3547090584983023232,3547090584983023232,11462.73,8.081042,20.23285,0.996473,174.118958135078,-17.6300159108942
WDJ113746.50-171021.10,Gaia DR2 3547141128157661824,3547141128157661824,15715.3,8.659998,20.2241,0.998601,174.443687424568,-17.1725066843605
WDJ114114.72-171652.27,Gaia DR2 3547441363551347072,3547441363551347072,18871.34,8.192991,20.02969,0.998759,175.31132087751,-17.2812077699164
WDJ114020.02-171050.23,Gaia DR2 3547457169031056256,3547457169031056256,14474.07,8.483931,20.47824,0.996537,175.083393532477,-17.1806401031527
WDJ114053.31-163747.98,Gaia DR2 3547548879467948544,3547548879467948544,5067.825,7.762579,20.03985,0.916624,175.221503695747,-16.6302571187552
WDJ113133.29-180504.99,Gaia DR2 3547715416825281920,3547715416825281920,8873.972,8.377189,20.28836,0.995105,172.888591332888,-18.0847071631469
WDJ154033.02+684218.70,Gaia DR2 1647253170721755392,1647253170721755392,11043.3,7.019661,20.12438,0.880905,235.137741762524,68.7051228307229
WDJ165153.90+681726.94,Gaia DR2 1648892645638275712,1648892645638275712,10851.03,8.414998,20.20913,0.998095,252.97434531952,68.2909147667114
WDJ165532.69+685820.59,Gaia DR2 1648997030523054080,1648997030523054080,14360.32,7.597783,20.05499,0.985012,253.886273422761,68.9723102562006
WDJ170012.70+694313.63,Gaia DR2 1649126085700743680,1649126085700743680,9614.433,7.666398,20.2919,0.951129,255.052856249037,69.7204532577765
WDJ170618.81+695753.59,Gaia DR2 1649155806874841344,1649155806874841344,19175.61,8.626688,20.35499,0.9974,256.577745436202,69.9648251555093
WDJ165022.07+693536.60,Gaia DR2 1649271019372245760,1649271019372245760,7944.743,8.666075,20.42864,0.99195,252.591561453131,69.5930345132798
WDJ165922.74+702148.21,Gaia DR2 1649402372357204480,1649402372357204480,4535.442,8.023741,20.04967,0.938072,254.843771319204,70.3635099365751
WDJ165621.25+702015.23,Gaia DR2 1649404983697319552,1649404983697319552,16613,7.416968,20.02945,0.946505,254.088604838966,70.3375459808133
WDJ163350.19+700530.93,Gaia DR2 1649922754890721280,1649922754890721280,10245.94,6.885622,20.36018,0.881679,248.459004036437,70.0919341761651
WDJ163206.43+701644.10,Gaia DR2 1649953060179902080,1649953060179902080,12443.19,8.226637,20.11717,0.997743,248.026806159228,70.2789871553627
WDJ164550.93+700024.66,Gaia DR2 1650039401906369792,1650039401906369792,10659.95,7.783318,20.19925,0.991833,251.462164311766,70.0067979034621
WDJ164333.60+695716.40,Gaia DR2 1650079465361296384,1650079465361296384,12393.95,8.324411,20.05909,0.997888,250.889821103008,69.9544771306856
WDJ165929.10+703610.69,Gaia DR2 1650182475857424768,1650182475857424768,11867.58,8.460041,20.26044,0.990531,254.871350287652,70.6029411764597
WDJ164817.38+711032.53,Gaia DR2 1650357366924837760,1650357366924837760,12227.37,8.710137,20.04421,0.997342,252.072236977021,71.1757457495556
WDJ165735.96+715500.88,Gaia DR2 1650541363323906048,1650541363323906048,13121.96,6.963678,20.11259,0.941256,254.399914997296,71.9169032959499
WDJ165543.35+720454.80,Gaia DR2 1650559402186617216,1650559402186617216,11570.62,8.12497,20.09418,0.982292,253.930487947351,72.0819614887627
WDJ172745.94+720038.88,Gaia DR2 1651110738549021440,1651110738549021440,10014.48,8.069558,20.033,0.998145,261.941648747498,72.0107578436872
WDJ175131.93+731324.75,Gaia DR2 1651641051046137216,1651641051046137216,7522.598,8.142536,20.55387,0.972338,267.882921393763,73.2236076257593
WDJ172147.18+724200.28,Gaia DR2 1651940320072389632,1651940320072389632,20197.61,8.322693,20.07536,0.998353,260.446381294203,72.7001131118519
WDJ174631.60+743045.26,Gaia DR2 1652758150564846464,1652758150564846464,11270.39,7.472993,20.089,0.975537,266.631531952286,74.5124862294136
WDJ163359.81+711144.66,Gaia DR2 1653078348966013952,1653078348966013952,10866.48,7.60097,20.19837,0.982385,248.499245066828,71.1957975401567
WDJ163539.82+715745.88,Gaia DR2 1653673150401059328,1653673150401059328,12340.84,7.665643,20.05415,0.992132,248.915649514482,71.962838209387
WDJ165115.14+724714.84,Gaia DR2 1653841513114882304,1653841513114882304,18874.8,8.551698,20.46508,0.996819,252.813028223632,72.7874159267864
WDJ163559.11+725015.40,Gaia DR2 1654546334428087040,1654546334428087040,8997.709,7.584799,20.07226,0.96152,248.996129405812,72.837711212297
WDJ164506.59+734711.24,Gaia DR2 1654685113411379968,1654685113411379968,11864.25,7.846393,20.08732,0.996879,251.277407948383,73.7865298212808
WDJ171949.20+743902.72,Gaia DR2 1655554659606389632,1655554659606389632,14821.45,8.395509,20.02373,0.998868,259.954869239393,74.6507345152132
WDJ112844.91-150819.60,Gaia DR2 3560564103548256256,3560564103548256256,9891.588,8.440367,20.06274,0.996971,172.187129456601,-15.1388053027534
WDJ113122.03-134407.77,Gaia DR2 3561191718529764352,3561191718529764352,12428.85,7.758198,20.20547,0.992752,172.841680770652,-13.7354966119017
WDJ110338.44-143854.31,Gaia DR2 3562906441273320576,3562906441273320576,13818.72,8.757696,20.20863,0.997675,165.909990521849,-14.6484820970538
WDJ110429.40-142954.79,Gaia DR2 3563281787054707840,3563281787054707840,11090.66,8.580984,20.34078,0.996115,166.122469449254,-14.4985373051805
WDJ105737.69-132414.58,Gaia DR2 3564033062733903360,3564033062733903360,6171.557,8.475936,20.23335,0.985904,164.406789432863,-13.4041347770634
WDJ110101.68-131906.11,Gaia DR2 3564351543149571328,3564351543149571328,18423.47,8.650027,20.23349,0.99828,165.256950718483,-13.318325323391
WDJ112031.72-124710.29,Gaia DR2 3565193631617097856,3565193631617097856,10940.81,7.96303,20.01705,0.996534,170.132121206736,-12.7863147423814
WDJ111631.24-105206.33,Gaia DR2 3566506689018584192,3566506689018584192,14131.27,8.467901,20.10516,0.998383,169.130178034833,-10.8684515217523
WDJ111807.53-101812.52,Gaia DR2 3566564894416009728,3566564894416009728,8626.989,8.42457,20.05524,0.986346,169.531404483603,-10.3034935187286
WDJ111207.82-102726.83,Gaia DR2 3566701753549247104,3566701753549247104,10630.8,8.471523,20.04165,0.994888,168.032424222854,-10.4574459510848
WDJ115526.73-182511.84,Gaia DR2 3567207249724308608,3567207249724308608,10146.82,7.797432,20.23443,0.97447,178.861404658165,-18.419979647741
WDJ120352.37-173547.94,Gaia DR2 3567504534475424640,3567504534475424640,4468.963,7.84768,20.28874,0.933606,180.967336526008,-17.5969562781949
WDJ115810.45-164753.64,Gaia DR2 3568184784281379584,3568184784281379584,5103.351,7.805007,20.27529,0.8867,179.543382955609,-16.7988581155724
WDJ114910.64-170248.79,Gaia DR2 3568347615081233152,3568347615081233152,15786.72,8.223248,20.31176,0.997704,177.29412247299,-17.046843663094
WDJ120119.71-163447.67,Gaia DR2 3568576180356900480,3568576180356900480,10918,8.021756,20.01529,0.996363,180.331949252814,-16.5800038600345
WDJ120027.03-162442.46,Gaia DR2 3568593940045625856,3568593940045625856,13623.07,8.285173,20.1419,0.998201,180.112515719848,-16.4117720603592
WDJ115944.70-161528.69,Gaia DR2 3568646716603407872,3568646716603407872,12151.5,7.501402,20.02455,0.983418,179.936187856505,-16.2579967670123
WDJ120738.98-125715.61,Gaia DR2 3571201264366729600,3571201264366729600,5878.989,7.943844,20.27611,0.972992,181.912711285902,-12.9545521183923
WDJ114657.96-153443.43,Gaia DR2 3571702431216265856,3571702431216265856,14909.62,7.676679,20.0295,0.995559,176.741503049081,-15.5787481811243
WDJ115009.42-141950.86,Gaia DR2 3572297851122066816,3572297851122066816,21499.21,8.65631,20.02544,0.998814,177.539163505532,-14.330744819522
WDJ114154.92-151231.64,Gaia DR2 3572554969339272960,3572554969339272960,14454.09,9.234051,20.32437,0.99652,175.478725405108,-15.2087997564707
WDJ114238.04-132556.38,Gaia DR2 3573039299916533760,3573039299916533760,10270.63,7.477158,20.07329,0.955869,175.658203132766,-13.4322222835846
WDJ115028.25-130251.77,Gaia DR2 3573285109486309120,3573285109486309120,5965.745,8.244878,20.23939,0.988722,177.617674424224,-13.0478187626401
WDJ114350.31-130614.45,Gaia DR2 3573421556301891968,3573421556301891968,9333.741,7.620041,20.01215,0.951382,175.959508346025,-13.1040095933001
WDJ114818.70-123302.84,Gaia DR2 3573552119011680000,3573552119011680000,4228.416,7.777738,20.12099,0.97852,177.078601114956,-12.5513508495799
WDJ120337.10-122939.17,Gaia DR2 3574271783731566976,3574271783731566976,8624.29,8.076252,20.26364,0.987354,180.904423933347,-12.4942092283412
WDJ120719.11-112600.27,Gaia DR2 3574640326285249920,3574640326285249920,21050.69,8.292228,20.02775,0.996299,181.829554007682,-11.4333984989511
WDJ115434.39-123820.39,Gaia DR2 3574790688797143680,3574790688797143680,25831.96,7.923557,20.09557,0.958084,178.643182643169,-12.6389853777828
WDJ115915.06-120845.22,Gaia DR2 3574917231416489600,3574917231416489600,21168.56,8.124444,20.33624,0.990531,179.812700891908,-12.1458890082019
WDJ115302.99-111410.97,Gaia DR2 3575257908223159424,3575257908223159424,10825.58,7.429287,20.08048,0.973491,178.262403045996,-11.2363897433488
WDJ120058.24-101227.50,Gaia DR2 3575773583473692160,3575773583473692160,13331.23,8.842044,20.11266,0.997174,180.242568741907,-10.2076142883125
WDJ123202.53-120742.81,Gaia DR2 3576603263778272384,3576603263778272384,11643.28,7.809699,20.018,0.989975,188.010448459665,-12.1286105457707
WDJ123620.15-082511.06,Gaia DR2 3580021026953736832,3580021026953736832,16263.69,8.412848,20.05879,0.995301,189.08384525764,-8.41981872512846
WDJ120637.99-090717.50,Gaia DR2 3581951116537063808,3581951116537063808,11898.56,7.900627,20.00226,0.997911,181.658204657632,-9.12154958163438
WDJ122223.05-075159.95,Gaia DR2 3583069938337891456,3583069938337891456,8588.518,8.181985,20.02041,0.96272,185.595942894097,-7.86668906331863
WDJ122049.42-061935.09,Gaia DR2 3584594960966072064,3584594960966072064,12531.83,8.69362,20.07191,0.997693,185.205680744696,-6.32644208260578
WDJ114238.48-132105.85,Gaia DR2 3585050605456099072,3585050605456099072,22696.98,7.481222,20.26185,0.896723,175.660242765177,-13.3515938360525
WDJ114508.39-124407.22,Gaia DR2 3585472611762916096,3585472611762916096,10185.39,7.125461,20.10149,0.959753,176.28481323397,-12.7354005668312
WDJ114637.18-120932.74,Gaia DR2 3585621836106385280,3585621836106385280,7753.858,8.043061,20.34592,0.99632,176.654924210962,-12.1591498076591
WDJ114004.85-123338.74,Gaia DR2 3585711141363645952,3585711141363645952,14249.69,8.761162,20.03625,0.998149,175.020111697808,-12.5607426061959
WDJ113147.13-123905.77,Gaia DR2 3586073254349433856,3586073254349433856,9792.296,8.326394,20.18253,0.990357,172.946314374427,-12.6516849194649
WDJ113158.81-120527.67,Gaia DR2 3586130669472586240,3586130669472586240,12781.83,8.671022,20.03562,0.997997,172.995053268933,-12.0910042619614
WDJ113511.76-122534.88,Gaia DR2 3586141905106267776,3586141905106267776,19559.26,7.444478,20.01021,0.921521,173.798928959945,-12.4263419897681
WDJ113113.57-115045.95,Gaia DR2 3586431042305037568,3586431042305037568,14030.31,8.430668,20.02786,0.998708,172.806338359913,-11.846142815818
WDJ114750.31-112535.47,Gaia DR2 3587201318919679872,3587201318919679872,12168.21,8.314862,20.26094,0.997891,176.959321869462,-11.4265674203275
WDJ114449.82-101848.50,Gaia DR2 3588282345008373248,3588282345008373248,7867.644,7.69819,20.14267,0.969592,176.207559555981,-10.3134542362168
WDJ115024.73-083639.10,Gaia DR2 3589017815207771136,3589017815207771136,13089.12,8.557098,20.00697,0.997857,177.60306551503,-8.61090811054539
WDJ114934.34-080834.74,Gaia DR2 3589237992411605120,3589237992411605120,11211.12,8.461139,20.23666,0.994835,177.392979017665,-8.1429260221923
WDJ112339.12-094413.72,Gaia DR2 3590665433382500224,3590665433382500224,15471.14,8.773156,20.09281,0.998309,170.912869914302,-9.73715253366729
